"Locale","Image","Title","Sales Rank: Current","Sales Rank: 90 days avg.","Sales Rank: Subcategory Sales Ranks","Sales Rank: Drops last 90 days","Sales Rank: Reference","Sales Rank: Display Group","Bought in past month","90 days change % monthly sold","Reviews: Rating","Reviews: Rating Count","Reviews: Review Count - Format Specific","Last Price Change","Buy Box 🚚: Current","Buy Box 🚚: 90 days avg.","Buy Box 🚚: Stock","Buy Box 🚚: 90 days OOS","Buy Box Seller","Buy Box: % Amazon 90 days","Buy Box: % Top Seller 90 days","Buy Box: Winner Count 90 days","Buy Box: Standard Deviation 90 days","Buy Box: Flipability 90 days","Buy Box: Is FBA","Buy Box: Unqualified","Amazon: Current","Amazon: 90 days avg.","Amazon: Stock","Amazon: 90 days OOS","New: Current","New: 90 days avg.","New: 90 days OOS","New, 3rd Party FBA: Current","New, 3rd Party FBA: 90 days avg.","New, 3rd Party FBA: Stock","FBA Pick&Pack Fee","Referral Fee %","Referral Fee based on current Buy Box price","New, 3rd Party FBM 🚚: Current","New, 3rd Party FBM 🚚: 90 days avg.","New, 3rd Party FBM 🚚: Stock","New, Prime exclusive: Current","New, Prime exclusive: 90 days avg.","Lightning Deals: Current","Buy Box Used 🚚: Current","Buy Box Used 🚚: 90 days avg.","Buy Box Used Seller","Buy Box Used: Is FBA","Buy Box Used: Condition","Used: Current","Used: 90 days avg.","Used: 90 days OOS","Used, like new 🚚: Current","Used, like new 🚚: 90 days avg.","Used, very good 🚚: Current","Used, very good 🚚: 90 days avg.","Used, good 🚚: Current","Used, good 🚚: 90 days avg.","Used, acceptable 🚚: Current","Used, acceptable 🚚: 90 days avg.","Warehouse Deals: Current","Warehouse Deals: 90 days avg.","List Price: Current","List Price: 90 days avg.","eBay New 🚚: Current","eBay New 🚚: 90 days avg.","eBay Used 🚚: Current","eBay Used 🚚: 90 days avg.","Total Offer Count","New Offer Count: Current","New Offer Count: 90 days avg.","Count of retrieved live offers: New, FBA","Count of retrieved live offers: New, FBM","Used Offer Count: Current","Used Offer Count: 90 days avg.","Tracking since","Listed since","Categories: Root","Categories: Sub","Categories: Tree","Website Display Group: Name","ASIN","Imported by Code","Product Codes: UPC","Product Codes: EAN","Product Codes: GTIN","Product Codes: PartNumber","Parent ASIN","Variation ASINs","Variation Count","Freq. Bought Together","Type","Manufacturer","Brand","Brand Store Name","Brand Store URL Name","Product Group","Model","Variation Attributes","Color","Size","Unit Details: Unit Value","Unit Details: Unit Type","Scent","Item Form","Pattern","Style","Material","Item Type","Target Audience","Recommended Uses","Specific Uses","Product Benefit","Edition","Format","Author","Contributors","Binding","Number of Items","Number of Pages","Publication Date","Release Date","Languages","Videos: Video Count","Videos: Has Main Video","Videos: Main Videos","Videos: Additional Videos","A+ Content: Has A+ Content","Package: Dimension (cm³)","Package: Weight (g)","Package: Quantity","Item: Dimension (cm³)","Item: Weight (g)","Included Components","Ingredients","Active Ingredients","Special Ingredients","Safety Warning","Batteries Required","Batteries Included","Hazardous Materials","Is HazMat","Is heat sensitive","Adult Product","Is Merch on Demand","Trade-In Eligible","Prime Eligible (Buy Box)","Subscribe & Save","One Time Coupon: Absolute","One Time Coupon: Percentage","One Time Coupon: Subscribe & Save %","Business Discount: Percentage"
"fr","https://m.media-amazon.com/images/I/61RbKBq+tmL.jpg;https://m.media-amazon.com/images/I/81oVl0fn1xL.jpg;https://m.media-amazon.com/images/I/81w8FszFv7L.jpg;https://m.media-amazon.com/images/I/81URrf+fdML.jpg;https://m.media-amazon.com/images/I/81uACxrOqnL.jpg;https://m.media-amazon.com/images/I/812dcE4zv6L.jpg;https://m.media-amazon.com/images/I/71HMwWxKNPL.jpg;https://m.media-amazon.com/images/I/81GW9NTVZqL.jpg;https://m.media-amazon.com/images/I/41ECk3ndCNL.jpg","NIVEA Lait corps Hydratation Express 72h (1 x 400 ml) — Lait hydratant à l'Acide Hyaluronique pur — Soin pour le corps hydratant rapide — Sérum nourrissant peaux normales","3793","4093","# 32 | Top 0.19% | Lait et lotions pour le corps","143","Beauté et Parfum","beauty_display_on_website","100","8 %","4.6","612","32","2025/09/28 07:50","€ 4.72","€ 5.44","6","1 %","Amazon","100 %","100 %","1","€ 0.73","1","yes","no","€ 4.72","€ 5.44","6","0 %","€ 4.72","€ 5.44","0 %","","€ 5.46","","€ 4.31","8.05 %","€ 0.38","€ 25.30","€ 25.29","39","","","","","","","no","","","","100 %","","","","","","","","","","","€ 6.99","€ 6.99","","","","","5","5","4","1","4","","","2024/11/30","2024/07/02","Beauté et Parfum","Lait et lotions","Beauté et Parfum › Catégories › Soins pour la peau › Corps › Produits hydratants › Lait et lotions","Beauty","B0D8L8HYWM","","","4006000079080","","6786490","B0DRTG668J","B0D8LF4BPB,B01FXIBI8G,B0D8L8HYWM,B07MW8NPV3,B0FF5C13B2","5","","SKIN_MOISTURIZER","Beiersdorf","NIVEA","NIVEA","NIVEA","Beauté","","Style: Nouveau 72H; Size: 400 ml (Lot de 1);","incolore","400 ml (Lot de 1)","400","millilitre","","Lotion","","Nouveau 72H","","","Femme","","","","","","","","Beauté et hygiène","1","","","2024-08-01","","1","yes","[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/51ipBMNOMPL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/304df966-b8fd-4fc0-9132-5c9eefcde09a/default.jobtemplate.hls.m3u8""}]","","yes","670","430","1","","400","","Water, Alcohol Denat, Glycerin, Isopropyl Palmitate, Glyceryl Stearate SE, Cetearyl Alcohol, Hydroxypropyl Starch Phosphate, Sodium Hyaluronate, Sea Salt, Vitis Vinifera Grape Seed Oil, Sodium Cetearyl Sulfate, Xanthan Gum, Gellan Gum, Citric Acid, Hydroxyacetophenone, Phenoxyethanol, Linalool, Benzyl Alcohol, Citronellol, Fragrance","","","Usage externe uniquement","no","no","","no","no","no","no","no","yes","yes","-","","",""
